Date,Upright-Pct Volatility-21,Inverted-Pct Volatility-21,Reflecting-Pct Volatility-21,Upright-Markets Money-21,Inverted-Markets Money-21,Reflecting-Markets Money-21,Upright-MultiTier-21,Inverted-MultiTier-21,Reflecting-MultiTier-21,Upright-Pct Volatility-45,Inverted-Pct Volatility-45,Reflecting-Pct Volatility-45,Upright-Markets Money-45,Inverted-Markets Money-45,Reflecting-Markets Money-45,Upright-MultiTier-45,Inverted-MultiTier-45,Reflecting-MultiTier-45
1993-08-17,-0.00017748368624052416,-0.00014591599034850336,-0.00016722329524484862,-0.0002937134116360503,-0.00026358588116107324,-0.00028730513224969705,-0.000444561600659162,-0.00040148457928690373,-0.00043843699237973156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-18,5.490624936737021e-05,2.7026176685448117e-05,8.544449490236843e-05,0.00015419716824007038,0.00011203424189221896,0.00017450514214434332,0.00024670260632243904,0.00017537385856442045,0.00026851866041052534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-19,-0.0005387880854411738,-0.0003878812804130864,-0.0005114902524634757,-0.0004008091755339264,-0.00028418183592340644,-0.00043278968713407197,-0.0005370078569743364,-0.0003857604758515191,-0.0006324801900233102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-20,0.00014480607181518445,8.244328479651841e-05,0.0001713268918806447,0.00010039298222757065,5.5330702432994834e-05,0.000132649331247466,0.00019506447267728655,0.00011339040879884502,0.0002015630182172027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-23,-0.0003514463637350011,-0.00030238798741841764,-0.00030856202489333296,-0.0003388610706667664,-0.00027567979052044443,-0.00032096066373391203,-0.0004773532255372322,-0.00040150768095923437,-0.0004500124430414772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-24,-0.00015106357169292946,-0.00012518566797249387,-7.069244886762268e-05,-1.1517341869745253e-05,1.6893870503483418e-06,3.926161720537354e-05,-1.639295221554926e-05,3.2511135915735954e-06,6.126973301393557e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-25,-0.00015471976765619362,-9.911899311321193e-05,-0.00031136722681104716,-7.930354677517423e-06,3.136368810446137e-05,-0.00010698922498130944,-1.1800315341518411e-05,4.713425326539807e-05,-0.00016318219293190623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-26,0.00026783333149016375,0.0002847883720474102,0.00013055668018579307,0.00018632238962894935,0.0002105094858239916,9.96679940974743e-05,0.00028394063787019107,0.0003220261757693743,0.00015131363484061078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-27,-7.813539419852707e-05,-2.734139346841265e-05,-7.813539419852707e-05,-0.00016680693839640586,-0.00012370584344697881,-0.00016680693839640586,-0.000254058880895273,-0.00018840189011706625,-0.000254058880895273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-30,-8.805202346973129e-05,-8.984443946062164e-05,-8.805202346973129e-05,-8.806995985413494e-05,-9.280743934864481e-05,-8.806995985413494e-05,-0.00013480452659574426,-0.00014166100934876654,-0.00013480452659574426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-31,0.00016178013769409713,0.0001220139674754909,0.00016178013769409713,0.00023812710029603353,0.00018987019104863925,0.00023812710029603353,0.0003630720110541552,0.000289650111518247,0.0003630720110541552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-09-01,-9.30596881381233e-05,-8.451575786158813e-05,-9.30596881381233e-05,2.9630315825512897e-05,2.7297918980144034e-05,2.9630315825512897e-05,4.706427171797811e-05,4.2737230857710824e-05,4.706427171797811e-05,-8.60557378603577e-06,-2.7510498524415303e-06,-8.60557378603577e-06,-9.225331836792972e-06,-1.2169401503096347e-06,-9.225331836792972e-06,-2.2319680408925773e-05,-3.909029749304959e-06,-2.2319680408925773e-05
1993-09-02,0.00014232926835575273,0.0001504496091034054,0.00014297983078167173,-1.9642807785339814e-05,1.1765289368729595e-05,-1.8674896290926668e-05,-2.5870183057430384e-05,1.9413781933771044e-05,-2.4392282478587677e-05,-8.461657340174493e-05,-4.9115687548303054e-05,-8.461657340174493e-05,-9.889600657780514e-05,-5.923332842033095e-05,-9.889600657780514e-05,-0.00013988010475730246,-8.460423773621513e-05,-0.00013988010475730246
1993-09-03,-0.0002177350448924753,-0.00019562974687626172,-0.0002291050636603731,-0.00019838205568287748,-0.00018721958613979,-0.00021531445717393183,-0.0002818023458411867,-0.0002736410088831668,-0.0003076956817662217,-0.0002015290877821078,-0.00012867105145116797,-0.0002015290877821078,-0.0002223292441634402,-0.00014229861609076354,-0.0002223292441634402,-0.0003381861748937324,-0.0002180014566584343,-0.0003381861748937324
1993-09-07,-0.00042829008010057586,-0.0003884643960456217,-0.00042612062547970155,-0.00047296946944808127,-0.00043314856109282575,-0.0004685708755291766,-0.0006821959414713012,-0.0006362764188164578,-0.0006754804289895722,-0.0002916391068764105,-0.00021820823851047925,-0.0002916391068764105,-0.00031318279392493394,-0.0002328134801489079,-0.00031318279392493394,-0.0004790091825203772,-0.0003551974374855845,-0.0004790091825203772
